통계표,지역별 경상수지,지역별 경상수지 지역코드,단위,변환,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"2.5.1.4. 지역별 경상수지","    통신,컴퓨터,정보서비스수지","  중국","백만달러","원자료","-39.1","-37.6","-14","-11.2","-13.1","-15.6","-63","-68.7","-233.2","6","-61.3","9.1","37.9","504.4","271.6","194.6","183.1","144","234.5","287.6","826","1,226.8","1,084.7","1,172.2"
"2.5.1.4. 지역별 경상수지","    통신,컴퓨터,정보서비스수지","  일본","백만달러","원자료","0.2","-10.7","-12.4","-21.7","-9.8","-4.8","-75.4","-49.5","-10","-38.9","4.1","24.2","135","160.4","313","354.9","135.3","56.1","1.2","43.3","-7","31.4","-27.3","-1.3"
"2.5.1.4. 지역별 경상수지","    통신,컴퓨터,정보서비스수지","  EU","백만달러","원자료","-10.2","-29.6","-19.3","-19.6","-7.8","-39.3","-177","-144.6","-92.7","-227.3","-191","-160.3","-138.6","-410.8","-138.4","-296.7","416.2","616.8","454.2","1,308.7","-201.4","-1,140.4","-776.2","-146.5"
"2.5.1.4. 지역별 경상수지","    통신,컴퓨터,정보서비스수지","  동남아","백만달러","원자료","-3.4","-15.1","-9.6","-16.1","-28.6","-17.5","-89.2","-82.2","29.1","8.5","-25.1","-15.5","28.3","-47","351.3","576.6","505.8","225.8","582.5","634.8","-11","-728.6","-1,058","345.3"
"2.5.1.4. 지역별 경상수지","    통신,컴퓨터,정보서비스수지","  중동","백만달러","원자료","-0.7","0.3","0","-0.3","-0.8","-3.5","-15.1","-11.3","1.7","-5.8","6.6","11","4.1","27.8","26.8","9.1","50.6","61.4","83.1","106.1","57.3","79","21.6","28.2"
"2.5.1.4. 지역별 경상수지","    통신,컴퓨터,정보서비스수지","  중남미","백만달러","원자료","0.5","-3.4","-0.5","0.1","-0.6","-1.4","-3.8","1.1","2.2","-4.5","-5.8","16","20.6","31","16.7","18.4","19","11.7","21.6","21.1","30.2","51.9","-1.3","29.2"
"2.5.1.4. 지역별 경상수지","    통신,컴퓨터,정보서비스수지","  기타","백만달러","원자료","-2.5","-11.9","-2.1","-3.1","-1.6","6.3","-22.4","-45.4","-35.2","-51.6","-119.7","-31.7","-12.3","40.8","-5.6","0.3","-2.2","5.7","34.1","17.5","1,616.8","1,559.4","1,099.2","596.9"
"2.5.1.4. 지역별 경상수지","    기타사업서비스수지","총계","백만달러","원자료","-2,234.2","-2,023","-2,812.8","-3,304.8","-3,137.1","-3,596.9","-3,943.2","-3,624.5","-8,842.8","-10,694.6","-11,811.2","-11,806.8","-12,412.4","-10,072.2","-9,144.8","-9,288.3","-7,721.2","-12,213.5","-12,214.5","-12,390.8","-9,744","-9,572.5","-7,028.7","-9,223"
"2.5.1.4. 지역별 경상수지","    기타사업서비스수지","  미국","백만달러","원자료","-361.4","-626.7","-759.8","-866","-635.6","-149","-1,599.7","-1,354","-2,007.6","-1,978.1","-2,754.1","-3,536.8","-2,751.6","-1,191.7","-1,124.4","-2,288.7","-1,897.1","-4,239.5","-3,865","-3,780.9","-1,898.8","-2,303.7","-1,579.4","-3,788.2"
"2.5.1.4. 지역별 경상수지","    기타사업서비스수지","  중국","백만달러","원자료","-509.7","-590","-46.8","-67.2","-104","-289.8","-100.6","535.8","-373.3","-966.3","-1,264.4","-1,313.5","-1,104.4","-17","-615.6","-1,384.6","-1,072.1","-1,204","-992.7","-662.8","-1,494.7","-1,612","-1,720.5","-1,615"
"2.5.1.4. 지역별 경상수지","    기타사업서비스수지","  일본","백만달러","원자료","353","583.2","13.2","15.7","81.5","98.4","237.9","-98.7","22.5","-323.6","-526.3","-390.7","-55.7","-869.6","429.3","143","406.8","-233.8","-9.2","392.4","-124.3","1,070.7","1,285.8","907.4"
"2.5.1.4. 지역별 경상수지","    기타사업서비스수지","  EU","백만달러","원자료","-606.9","-741.9","-1,376.1","-1,544","-1,638.3","-2,538.3","-1,565.8","-2,260.5","-3,319.6","-3,796.2","-4,273.8","-3,610.6","-4,320.9","-4,299","-3,788.3","-3,206.1","-3,161.3","-3,495.6","-3,696.6","-3,236.5","-2,385.1","-2,320.2","-2,533.5","-2,314.6"
"2.5.1.4. 지역별 경상수지","    기타사업서비스수지","  동남아","백만달러","원자료","-281.3","-109.3","-247.7","-337.2","-238.4","-389.8","-152.7","-44.4","-1,384.8","-1,267.4","-1,118.9","-1,283.2","-2,609.3","-821.2","-712.7","-156.2","-555.3","-700.3","-889.8","-2,037.9","-697.2","-1,573.3","686.2","820.4"
"2.5.1.4. 지역별 경상수지","    기타사업서비스수지","  중동","백만달러","원자료","-164","-79.5","-55.7","-83.8","-69.2","-59.3","-108.9","-27.4","-412.7","-113","-392.9","-365.7","-372.8","-954.7","-871.6","-557.1","-5.2","-363.8","-840.9","-881.9","-547.7","-578.4","-513.1","-747.4"
"2.5.1.4. 지역별 경상수지","    기타사업서비스수지","  중남미","백만달러","원자료","-146.8","-175","-26.2","-30.6","-35.6","-55.6","-12.9","-29.3","-78.1","-144.4","-94.5","-96.8","-49.3","-77.5","-185.3","-237.1","-180.2","-211.1","-229.2","-237.1","-214.8","-75","174","341"
"2.5.1.4. 지역별 경상수지","    기타사업서비스수지","  기타","백만달러","원자료","-517.1","-283.8","-313.7","-391.7","-497.5","-213.5","-640.5","-346","-1,289.2","-2,105.6","-1,386.3","-1,209.5","-1,148.4","-1,841.5","-2,276.2","-1,601.5","-1,256.8","-1,765.4","-1,691.1","-1,946.1","-2,381.4","-2,180.6","-2,828.2","-2,826.6"
"2.5.1.4. 지역별 경상수지","    정부서비스수지","총계","백만달러","원자료","362.8","498.6","589","750.7","822.7","685.6","680.9","611.5","270.2","419","64.3","58","282.6","130.5","101.8","-283.6","-470.4","-701.2","-797.2","-905","-585.9","-653.9","-563.6","-190"
"2.5.1.4. 지역별 경상수지","    정부서비스수지","  미국","백만달러","원자료","508.2","603.5","771","872","945.5","662.5","921.6","817","666.5","760.7","475.8","547","669.4","645.7","474.2","306.7","228.4","-48.3","-136.5","-256.1","76.6","107.6","43.1","318.1"
"2.5.1.4. 지역별 경상수지","    정부서비스수지","  중국","백만달러","원자료","-12.8","-12","-16.3","-18.5","-24.7","-66.5","-79.8","-79.1","-81.3","-30.5","-44","-17.7","-25.8","-0.7","49.5","-29.7","-63.3","-50.3","-0.9","-30.7","-79.4","-82.4","-76","-8.7"
"2.5.1.4. 지역별 경상수지","    정부서비스수지","  일본","백만달러","원자료","-36.6","-19.6","-21.8","-4.2","-30.9","-28.9","-17.3","-34.4","-42.8","-42.9","-45.2","-51.4","-61.3","-96","-41.6","-46.3","-62","-52.7","-60.3","-78.9","-57.2","-65.1","-70","-41.7"
"2.5.1.4. 지역별 경상수지","    정부서비스수지","  EU","백만달러","원자료","-49.8","-60.6","-72.7","-94.8","-81.8","-108.9","-117.5","-122.7","-105.2","-111.1","-125.8","-205.7","-114.9","-156.2","-115.7","-185.1","-175.8","-163.1","-245.9","-69.5","-76.4","-122.8","-28","-61"
"2.5.1.4. 지역별 경상수지","    정부서비스수지","  동남아","백만달러","원자료","-13.8","-4.7","-34.2","18.4","-7.3","-5.2","3.7","24.3","-39.4","-31.3","-53.6","-52.9","-69","-71.4","-77.3","-104.3","-122","-136.8","-125.1","-114.3","-104.7","-125","-107.7","-87.4"
"2.5.1.4. 지역별 경상수지","    정부서비스수지","  중동","백만달러","원자료","-15.3","-10.8","-12.1","-6.4","-30.2","-1.4","3.1","-2.7","-36.4","-20.2","-21.5","-27.6","-0.9","-16.4","6.4","4.3","-20.4","-18.2","-3.4","-44.9","-42.3","-46.8","-32.7","-27.9"
"2.5.1.4. 지역별 경상수지","    정부서비스수지","  중남미","백만달러","원자료","-5.4","-5.2","-5.6","-1.2","0.4","-3.6","-2.5","6.7","-18.5","-25.4","-35.4","-37.1","-49.2","-45.2","-37.3","-50.9","-53.5","-75.9","-50.8","-52.8","-47","-56","-58.2","-54.1"
"2.5.1.4. 지역별 경상수지","    정부서비스수지","  기타","백만달러","원자료","-11.7","8","-19.3","-14.6","51.7","237.6","-30.4","2.4","-72.7","-80.3","-86","-96.6","-65.7","-129.3","-156.4","-178.3","-201.8","-155.9","-174.3","-257.8","-255.5","-263.4","-234.1","-227.3"
"2.5.1.4. 지역별 경상수지","    기타서비스수지","총계","백만달러","원자료","887.3","1,106.7","2,036.3","1,822","2,490.9","4,313.1","6,284.9","8,389.6","11,320.7","10,785.9","9,135.9","11,568.2","15,982.2","14,666.2","14,912.5","9,759.1","10,087.2","8,272.9","10,440","7,620","6,833.5","5,779.4","4,542.7","5,012.1"
"2.5.1.4. 지역별 경상수지","    기타서비스수지","  미국","백만달러","원자료","-18.3","-53.7","-0.3","-12","-32.5","-6.8","-170.3","-143.4","-95.7","-829.4","-799.3","-632.6","-1,051.2","-879.5","-664.7","-162.8","-241.3","-246.1","-415.2","-591.2","-481.7","-918.3","-1,898.7","-1,262.7"
"2.5.1.4. 지역별 경상수지","    기타서비스수지","  중국","백만달러","원자료","-6.6","-1.9","115.4","130.7","136.3","194.9","185","152.5","522.9","116.2","90.4","306.1","422.5","361.6","399.7","333.2","447.9","210.6","71.6","498","320.5","193","167.2","104.7"
"2.5.1.4. 지역별 경상수지","    기타서비스수지","  일본","백만달러","원자료","22.5","51.3","18","58.7","26.2","35.7","14","-21.5","47.8","-66.4","12.5","-15.4","104.3","80.6","124.8","169","178.9","105.2","228.1","239.7","187.2","94.5","304.7","402.8"
"2.5.1.4. 지역별 경상수지","    기타서비스수지","  EU","백만달러","원자료","51.1","42.9","43.7","4.1","182.5","172","298.8","560.7","208.2","-215","-77.1","-75.6","238.3","-322.5","-83.1","37.6","245.4","3.8","278.5","288.2","-97.4","-135.5","-394.5","-728"
"2.5.1.4. 지역별 경상수지","    기타서비스수지","  동남아","백만달러","원자료","407.1","300.4","407.2","247.6","255.3","443.9","1,077.3","1,717.3","1,968.1","1,069.6","861.1","2,383.9","2,488.7","3,154.1","2,805","2,162.7","1,996.4","1,661.8","3,028.4","2,581.6","1,770.9","1,521.1","2,336.8","2,359.6"
"2.5.1.4. 지역별 경상수지","    기타서비스수지","  중동","백만달러","원자료","262.6","553.7","1,007.6","1,117.8","1,129.4","2,557.6","3,414","4,591.2","6,260.1","8,893.1","6,619.4","5,686.2","9,310.9","6,640.9","6,939.7","4,148","4,137.1","3,627.8","3,505.3","2,000.2","2,122.4","1,748","1,487.6","1,486.6"
"2.5.1.4. 지역별 경상수지","    기타서비스수지","  중남미","백만달러","원자료","30.9","-17.6","-43.7","9.6","51.8","160.2","195","113.7","753.4","87.4","422.8","1,822","1,559.8","1,655","1,717.7","978","979.5","928.4","922.1","507.4","703.1","701.6","632","689.1"
"2.5.1.4. 지역별 경상수지","    기타서비스수지","  기타","백만달러","원자료","138","231.6","488.4","265.5","741.9","755.6","1,271.1","1,419.1","1,655.9","1,730.4","2,006.1","2,093.6","2,908.9","3,976","3,673.4","2,093.4","2,343.3","1,981.4","2,821.2","2,096.1","2,308.5","2,575","1,907.6","1,960"
"2.5.1.4. 지역별 경상수지","    급료및임금수지","총계","백만달러","원자료","379","361.4","383.3","472.6","406.1","416.4","319.6","234.7","-124.6","-375","-770.3","-804.8","-796.6","-839.7","-835.6","-402.2","-876.6","-1,207.6","-1,174.7","-852","-663.9","-671.3","-840.2","-1,622"
"2.5.1.4. 지역별 경상수지","    급료및임금수지","  미국","백만달러","원자료","403.2","373.5","425.9","557","502.8","568.4","575.9","555.3","478.9","327.7","403.6","436.3","382.6","367.2","410","428.4","423.8","101.7","497.8","253","438.4","555.2","494.5","732.3"
"2.5.1.4. 지역별 경상수지","    급료및임금수지","  중국","백만달러","원자료","-14.8","-25.4","-42.9","-52.5","-78.7","-33.4","-75.4","-110.8","-421.6","-408.1","-799.1","-767.5","-578","-491.3","-394.2","-190.7","-659.1","-750.6","-817.3","-85.7","-53","-214.1","-82.4","-60.7"
"2.5.1.4. 지역별 경상수지","    급료및임금수지","  일본","백만달러","원자료","52.3","43","33.7","-4.6","20.2","10.1","1.4","0.4","-2.8","-22.6","-22.5","-28.9","-47","-63.4","-76.7","-59.4","-48.9","-57.2","-52.3","-41.4","-25.1","-35.3","-30.1","-26.3"
"2.5.1.4. 지역별 경상수지","    급료및임금수지","  EU","백만달러","원자료","-17.5","-2.3","-10.9","-7.1","-8.8","-33.7","-14.3","-12","-2.7","-18","-27.6","-26.3","-41.2","-49.8","-61.2","-27.3","-15.9","184.4","-54","184.9","61.6","4.5","14.1","32.5"
"2.5.1.4. 지역별 경상수지","    급료및임금수지","  동남아","백만달러","원자료","-12.8","-3.3","4.3","-1.8","2.4","-72.7","-63.4","-84.3","-96.9","-114.5","-157.9","-233.1","-323.9","-402.4","-516.4","-421.3","-417.5","-479.9","-522.2","-844.8","-774.1","-784","-1,077.6","-2,069.4"
"2.5.1.4. 지역별 경상수지","    급료및임금수지","  중동","백만달러","원자료","0.8","2.3","0.7","10.9","6.1","-2.6","0","-1.4","40","22.6","12.4","-1.8","3.6","-0.8","0.9","13.4","18.5","10.4","2.3","-1.2","-2.3","-0.8","1.7","1.8"
"2.5.1.4. 지역별 경상수지","    급료및임금수지","  중남미","백만달러","원자료","-5.1","0.4","0","-1.8","-0.2","-0.8","-1.3","0.4","10.8","-4.1","-7.8","-9.7","-14","-3.3","-5","6.6","-1.6","-6.1","-5.2","-4.3","-2.1","6.6","7.7","-6.4"
"2.5.1.4. 지역별 경상수지","    급료및임금수지","  기타","백만달러","원자료","-27.1","-26.8","-27.5","-27.5","-37.7","-18.9","-103.3","-112.9","-130.3","-158","-171.4","-173.8","-178.7","-195.9","-193","-151.9","-175.9","-210.3","-223.8","-312.5","-307.3","-203.4","-168.1","-225.8"
"2.5.1.4. 지역별 경상수지","    투자소득수지","총계","백만달러","원자료","-4,530.7","-4,075.2","-2,790.4","-3,292.4","-2,200.5","-8,457.8","-5,317.3","-4,771.4","-2,291","-3,060.7","77.8","6,200.8","11,529.5","8,357.7","5,995","4,856.8","5,443.7","6,544.5","6,076.6","13,708","14,150.8","20,116.2","21,187.3","33,227.3"
"2.5.1.4. 지역별 경상수지","    투자소득수지","  미국","백만달러","원자료","-1,809.3","-973.3","-455","-661","653.5","-3,481.3","30.9","4,513.6","6,082.3","4,856.2","4,938.3","6,835.3","6,811.9","6,786.8","6,647.6","4,913.5","4,947.6","4,547","4,829.5","6,159.8","8,320.1","8,686","12,560.6","17,951.6"
"2.5.1.4. 지역별 경상수지","    투자소득수지","  중국","백만달러","원자료","115.9","178.2","150.4","176.2","407.1","1,164.1","866.5","607.6","781.1","619.4","3,368.1","4,706.4","4,999.3","4,745.8","6,055.5","5,440","6,221.1","4,150.6","1,770.5","2,264.4","1,979.7","5,162.5","2,329.9","2,478.6"
"2.5.1.4. 지역별 경상수지","    투자소득수지","  일본","백만달러","원자료","-1,067.8","-1,283.2","-1,004.7","-528.5","-983.7","-1,371.2","-1,241.1","-2,371","-3,320.4","-2,566.8","-3,398.9","-3,190.5","-3,586.6","-2,628.9","-3,112.6","-2,658","-2,801","-3,293.5","-4,497.2","-4,795.6","-4,058.9","-6,343","-4,661.1","-3,466.9"
"2.5.1.4. 지역별 경상수지","    투자소득수지","  EU","백만달러","원자료","-707.9","-1,022.3","-626.8","-1,031.8","-2,088.5","-3,963.6","-3,454.5","-5,345.9","-5,282","-5,929.3","-6,604.1","-3,969","-915.6","-2,881.8","-4,261.3","-1,864.6","-3,423.2","-3,063.1","-3,207.5","-1,400.5","142.7","-2,306.1","203.9","1,861.7"
"2.5.1.4. 지역별 경상수지","    투자소득수지","  동남아","백만달러","원자료","-596.7","-606.1","-588.9","-825.4","-121.2","961.7","-78.6","-1,787.8","384.5","14.1","808","489.2","2,316.3","1,390.8","957.5","1,099.6","1,887.9","2,843.3","4,352.5","9,936.5","8,344.3","13,518.1","8,599.3","12,274.2"
"2.5.1.4. 지역별 경상수지","    투자소득수지","  중동","백만달러","원자료","-40.5","-5.9","55","-19.8","18.1","-146.2","-223.5","-1.4","-44.5","23.4","-39.4","138.5","-10.8","-456.1","-1,248.5","-1,659.5","-1,089.3","-373.2","-283","-148.2","-319.7","-410.9","-69.4","841.6"
"2.5.1.4. 지역별 경상수지","    투자소득수지","  중남미","백만달러","원자료","-60.8","-79.1","-58.7","-128.8","-34.2","-653.9","-185.2","-36.4","-160.2","-151.6","439.9","-415.2","202.3","1,175.6","886.8","-865.1","252.6","883.6","1,039.3","726.1","1,026.3","1,916.4","842.2","515.2"
"2.5.1.4. 지역별 경상수지","    투자소득수지","  기타","백만달러","원자료","-363.6","-283.5","-261.7","-273.3","-51.6","-967.4","-1,031.8","-350.1","-731.8","73.9","565.9","1,606.1","1,712.7","225.5","70","450.9","-552","849.8","2,072.5","965.5","-1,283.7","-106.8","1,381.9","771.3"
"2.5.1.4. 지역별 경상수지","    일반정부이전소득수지","총계","백만달러","원자료","-509.4","-591.1","-692.4","-854.9","-908.1","-1,024.9","-1,062.6","-1,148.7","-1,167.5","-1,304","-1,270.7","-1,248.7","-1,986.6","-1,571.3","-1,223.6","-1,404.2","-1,378.7","-333.6","-1,617.3","-1,765.5","-2,004.2","-2,213.3","-1,663.1","-2,417.8"
"2.5.1.4. 지역별 경상수지","    일반정부이전소득수지","  미국","백만달러","원자료","-368.2","-429.4","-523.9","-568.6","-555.2","-476.9","-597.9","-689.6","-567.1","-823.4","-771.2","-830.5","-1,169.8","-1,064.6","-630.9","-782.6","-753.8","268","-743.8","-880.9","-923","-1,074.4","-585.8","-1,041.8"
"2.5.1.4. 지역별 경상수지","    일반정부이전소득수지","  중국","백만달러","원자료","-7.1","-2.4","-0.3","-3.4","-4.2","-1.7","-5.9","-3","-7.3","-10.2","-10.6","-7.4","-9.1","-4.1","-1.7","-2.2","-2.9","-5.5","-1.6","-2.8","-2.5","-2.7","-1.1","-2.1"
"2.5.1.4. 지역별 경상수지","    일반정부이전소득수지","  일본","백만달러","원자료","12.4","15","25.2","8.3","14.4","14.3","19.9","20","11.4","1.2","25.1","16.9","17.2","16.3","18.4","14.7","14.3","36.3","43","20.1","7.9","55.7","78.6","25.3"
"2.5.1.4. 지역별 경상수지","    일반정부이전소득수지","  EU","백만달러","원자료","2.7","10.8","10.6","10.4","20","13.1","78.2","61.5","53.8","-69","-2.2","109.9","-101.2","74.7","-2.2","101","149.9","99.5","-34.9","9.7","-496.3","140","-57.7","-66.4"
"2.5.1.4. 지역별 경상수지","    일반정부이전소득수지","  동남아","백만달러","원자료","-12.9","-35","-35.9","-76.3","-25.3","-9.1","-19.7","-49.8","-83.2","-86.2","-117.3","-130.6","-171.4","-170.9","-148.3","-166.1","-163.9","-158.7","-195.8","-208.4","153.3","-244.8","-217.5","-226.4"
"2.5.1.4. 지역별 경상수지","    일반정부이전소득수지","  중동","백만달러","원자료","-1.7","-2.6","-5.7","-50.2","-80.3","-91.2","-72.3","-69.7","-165.5","-74.4","-111.9","-113","-134.7","-42.2","-42.7","-36.2","-38.4","-45.1","-55.2","-51.7","-47.1","-51.9","-55.3","-74.2"
"2.5.1.4. 지역별 경상수지","    일반정부이전소득수지","  중남미","백만달러","원자료","-4.5","-5.8","-11.7","-10","-10.2","-12.8","-15.9","-38.9","-65.1","-48.7","-65.2","-79","-95.2","-67.4","-70","-74","-53.5","-74.6","-79.9","-102.4","-89.2","-50.3","-91.9","-109.9"
"2.5.1.4. 지역별 경상수지","    일반정부이전소득수지","  기타","백만달러","원자료","-130.1","-141.7","-150.7","-165.1","-267.3","-460.6","-449","-379.2","-344.5","-193.3","-217.4","-215","-322.4","-313.1","-346.2","-458.8","-530.4","-453.5","-549.1","-549.1","-607.3","-984.9","-732.4","-922.3"
"2.5.1.4. 지역별 경상수지","    기타부문이전소득수지","총계","백만달러","원자료","295.1","-670.1","-1,421.7","-2,309.9","-2,130.2","-2,233.4","-3,319.2","-3,238.7","-99.3","-890.6","-4,045.8","-3,466.9","-3,487.5","-2,618","-3,761.1","-3,581","-4,388","-6,631.2","-6,535.5","-4,381.2","-1,515.2","-2,447.6","-1,222.3","-2,131.7"
"2.5.1.4. 지역별 경상수지","    기타부문이전소득수지","  미국","백만달러","원자료","195.8","-314.4","-526.2","-876","-633.3","-469.2","-676.4","-1,088.4","730.5","-269.4","-1,041.1","-824.6","-1,067","-89.8","-989.3","-2,069.6","-1,529","-2,189.5","-1,633.1","-1,270.4","418.6","-306.4","74.2","-1,064.4"
"2.5.1.4. 지역별 경상수지","    기타부문이전소득수지","  중국","백만달러","원자료","-485.9","-526.3","-967.6","-1,180.6","-1,311.6","-1,525.3","-1,543.9","-1,639.7","-1,257.5","-744.4","-1,656.1","-1,381.8","-1,337.8","-751.6","-448.2","-103.3","-501.5","-702.2","-1,192.8","179.5","242.6","5","243.9","258"
"2.5.1.4. 지역별 경상수지","    기타부문이전소득수지","  일본","백만달러","원자료","797.7","649.5","690.7","608.7","840.4","1,021.5","479.6","448.3","1,067.7","770.8","729.4","861","1,067.3","605.8","184","-18.9","379.6","135.8","94.3","436.3","341.8","-35.1","-28.2","-13"
"2.5.1.4. 지역별 경상수지","    기타부문이전소득수지","  EU","백만달러","원자료","-96","-174.7","-167.1","-165.3","-287","-226","-303.8","-296.7","-63.6","-217.3","-755.8","-722.1","-605.9","-1,114.6","-544.3","5.9","-462.1","-717","-262.7","-55.2","50.8","73.9","-68.1","-2.2"
"2.5.1.4. 지역별 경상수지","    기타부문이전소득수지","  동남아","백만달러","원자료","11.3","-68.5","-65.8","-93.7","-124.2","-152.6","-469.1","-585.7","10.9","190.2","-529.2","-598.2","-659.7","-710.3","-971.6","-693.9","-1,075.2","-1,842.7","-2,343.3","-2,404.2","-1,694.8","-1,216.4","-417.3","-387.1"
"2.5.1.4. 지역별 경상수지","    기타부문이전소득수지","  중동","백만달러","원자료","44.4","28.4","75.2","114.8","112.3","75.5","80.7","90.3","86.5","85.7","106.8","109.8","191","227.3","153","370.1","206.5","233.9","233.2","14.3","123.4","69.9","183.2","127.3"
"2.5.1.4. 지역별 경상수지","    기타부문이전소득수지","  중남미","백만달러","원자료","33.2","18.2","43.7","25.4","25.9","51.3","62.6","53.1","96.6","58.7","23.3","48.2","56.7","111.8","66.7","149.3","68.7","63.4","67.6","47.5","60.5","-29.5","-1.1","95.1"
"2.5.1.4. 지역별 경상수지","    기타부문이전소득수지","  기타","백만달러","원자료","-205.4","-282.3","-504.6","-743.2","-752.7","-1,008.6","-948.9","-219.9","-770.4","-764.9","-923.1","-959.2","-1,132.1","-896.6","-1,211.4","-1,220.6","-1,475","-1,612.9","-1,498.7","-1,329","-1,058.1","-1,009","-1,208.9","-1,145.4"